Date,Open,High,Low,Close,Currency
2006-09-25,38.53,38.53,38.53,38.53,USD
2006-09-26,38.82,38.82,38.82,38.82,USD
2006-09-27,39.02,39.02,39.02,39.02,USD
2006-09-28,39.14,39.14,39.14,39.14,USD
2006-09-29,39.01,39.01,39.01,39.01,USD
2006-10-02,38.91,38.91,38.91,38.91,USD
2006-10-03,38.72,38.72,38.72,38.72,USD
2006-10-04,39.09,39.09,39.09,39.09,USD
2006-10-05,39.35,39.35,39.35,39.35,USD
2006-10-06,39.23,39.23,39.23,39.23,USD
2006-10-09,39.32,39.32,39.32,39.32,USD
2006-10-10,39.45,39.45,39.45,39.45,USD
2006-10-11,39.35,39.35,39.35,39.35,USD
2006-10-12,39.78,39.78,39.78,39.78,USD
2006-10-13,39.95,39.95,39.95,39.95,USD
2006-10-16,40.23,40.23,40.23,40.23,USD
2006-10-17,39.99,39.99,39.99,39.99,USD
2006-10-18,39.96,39.96,39.96,39.96,USD
2006-10-19,40.13,40.13,40.13,40.13,USD
2006-10-20,40.05,40.05,40.05,40.05,USD
2006-10-23,40.21,40.21,40.21,40.21,USD
2006-10-24,40.27,40.27,40.27,40.27,USD
2006-10-25,40.43,40.43,40.43,40.43,USD
2006-10-26,40.62,40.62,40.62,40.62,USD
2006-10-27,40.37,40.37,40.37,40.37,USD
2006-10-30,40.28,40.28,40.28,40.28,USD
2006-10-31,40.35,40.35,40.35,40.35,USD
2006-11-01,40.16,40.16,40.16,40.16,USD
2006-11-02,40.13,40.13,40.13,40.13,USD
2006-11-03,40.1,40.1,40.1,40.1,USD
2006-11-06,40.47,40.47,40.47,40.47,USD
2006-11-07,40.61,40.61,40.61,40.61,USD
2006-11-08,40.71,40.71,40.71,40.71,USD
2006-11-09,40.6,40.6,40.6,40.6,USD
2006-11-10,40.55,40.55,40.55,40.55,USD
2006-11-13,40.57,40.57,40.57,40.57,USD
2006-11-14,40.69,40.69,40.69,40.69,USD
2006-11-15,40.85,40.85,40.85,40.85,USD
2006-11-16,40.82,40.82,40.82,40.82,USD
2006-11-17,40.83,40.83,40.83,40.83,USD
2006-11-20,40.78,40.78,40.78,40.78,USD
2006-11-21,41.0,41.0,41.0,41.0,USD
2006-11-22,41.2,41.2,41.2,41.2,USD
2006-11-24,41.17,41.17,41.17,41.17,USD
2006-11-27,40.71,40.71,40.71,40.71,USD
2006-11-28,40.77,40.77,40.77,40.77,USD
2006-11-29,41.21,41.21,41.21,41.21,USD
2006-11-30,41.3,41.3,41.3,41.3,USD
2006-12-01,41.2,41.2,41.2,41.2,USD
2006-12-04,41.57,41.57,41.57,41.57,USD
2006-12-05,41.79,41.79,41.79,41.79,USD
2006-12-06,41.74,41.74,41.74,41.74,USD
2006-12-07,41.65,41.65,41.65,41.65,USD
2006-12-08,41.62,41.62,41.62,41.62,USD
2006-12-11,41.7,41.7,41.7,41.7,USD
2006-12-12,41.63,41.63,41.63,41.63,USD
2006-12-13,41.68,41.68,41.68,41.68,USD
2006-12-14,42.03,42.03,42.03,42.03,USD
2006-12-15,42.0,42.0,42.0,42.0,USD
2006-12-18,41.84,41.84,41.84,41.84,USD
2006-12-19,41.91,41.91,41.91,41.91,USD
2006-12-20,41.88,41.88,41.88,41.88,USD
2006-12-21,41.76,41.76,41.76,41.76,USD
2006-12-22,41.52,41.52,41.52,41.52,USD
2006-12-26,41.61,41.61,41.61,41.61,USD
2006-12-27,40.14,40.14,40.14,40.14,USD
2006-12-28,40.17,40.17,40.17,40.17,USD
2006-12-29,40.05,40.05,40.05,40.05,USD
2007-01-03,39.9,39.9,39.9,39.9,USD
2007-01-04,39.74,39.74,39.74,39.74,USD
2007-01-05,39.43,39.43,39.43,39.43,USD
2007-01-08,39.51,39.51,39.51,39.51,USD
2007-01-09,39.48,39.48,39.48,39.48,USD
2007-01-10,39.37,39.37,39.37,39.37,USD
2007-01-11,39.6,39.6,39.6,39.6,USD
2007-01-12,39.98,39.98,39.98,39.98,USD
2007-01-16,39.97,39.97,39.97,39.97,USD
2007-01-17,39.98,39.98,39.98,39.98,USD
2007-01-18,39.95,39.95,39.95,39.95,USD
2007-01-19,40.2,40.2,40.2,40.2,USD
2007-01-22,39.95,39.95,39.95,39.95,USD
2007-01-23,40.3,40.3,40.3,40.3,USD
2007-01-24,40.58,40.58,40.58,40.58,USD
2007-01-25,40.18,40.18,40.18,40.18,USD
2007-01-26,40.15,40.15,40.15,40.15,USD
2007-01-29,40.15,40.15,40.15,40.15,USD
2007-01-30,40.37,40.37,40.37,40.37,USD
2007-01-31,40.62,40.62,40.62,40.62,USD
2007-02-01,40.97,40.97,40.97,40.97,USD
2007-02-02,40.98,40.98,40.98,40.98,USD
2007-02-05,40.92,40.92,40.92,40.92,USD
2007-02-06,41.0,41.0,41.0,41.0,USD
2007-02-07,40.98,40.98,40.98,40.98,USD
2007-02-08,40.86,40.86,40.86,40.86,USD
2007-02-09,40.7,40.7,40.7,40.7,USD
2007-02-12,40.6,40.6,40.6,40.6,USD
2007-02-13,41.05,41.05,41.05,41.05,USD
2007-02-14,41.39,41.39,41.39,41.39,USD
2007-02-15,41.45,41.45,41.45,41.45,USD
2007-02-16,41.26,41.26,41.26,41.26,USD
2007-02-20,41.3,41.3,41.3,41.3,USD
2007-02-21,41.3,41.3,41.3,41.3,USD
2007-02-22,41.29,41.29,41.29,41.29,USD
2007-02-23,41.34,41.34,41.34,41.34,USD
2007-02-26,41.37,41.37,41.37,41.37,USD
2007-02-27,40.12,40.12,40.12,40.12,USD
2007-02-28,40.21,40.21,40.21,40.21,USD
2007-03-01,40.01,40.01,40.01,40.01,USD
2007-03-02,39.51,39.51,39.51,39.51,USD
2007-03-05,39.02,39.02,39.02,39.02,USD
2007-03-06,39.65,39.65,39.65,39.65,USD
2007-03-07,39.72,39.72,39.72,39.72,USD
2007-03-08,40.04,40.04,40.04,40.04,USD
2007-03-09,40.07,40.07,40.07,40.07,USD
2007-03-12,40.13,40.13,40.13,40.13,USD
2007-03-13,39.49,39.49,39.49,39.49,USD
2007-03-14,39.53,39.53,39.53,39.53,USD
2007-03-15,39.71,39.71,39.71,39.71,USD
2007-03-16,39.64,39.64,39.64,39.64,USD
2007-03-19,40.1,40.1,40.1,40.1,USD
2007-03-20,40.34,40.34,40.34,40.34,USD
2007-03-21,40.99,40.99,40.99,40.99,USD
2007-03-22,40.98,40.98,40.98,40.98,USD
2007-03-23,41.04,41.04,41.04,41.04,USD
2007-03-26,41.06,41.06,41.06,41.06,USD
2007-03-27,40.88,40.88,40.88,40.88,USD
2007-03-28,40.64,40.64,40.64,40.64,USD
2007-03-29,40.88,40.88,40.88,40.88,USD
2007-03-30,40.86,40.86,40.86,40.86,USD
2007-04-02,40.88,40.88,40.88,40.88,USD
2007-04-03,41.24,41.24,41.24,41.24,USD
2007-04-04,41.36,41.36,41.36,41.36,USD
2007-04-05,41.56,41.56,41.56,41.56,USD
2007-04-09,41.56,41.56,41.56,41.56,USD
2007-04-10,41.71,41.71,41.71,41.71,USD
2007-04-11,41.52,41.52,41.52,41.52,USD
2007-04-12,41.87,41.87,41.87,41.87,USD
2007-04-13,42.0,42.0,42.0,42.0,USD
2007-04-16,42.11,42.11,42.11,42.11,USD
2007-04-17,42.42,42.42,42.42,42.42,USD
2007-04-18,42.46,42.46,42.46,42.46,USD
2007-04-19,42.4,42.4,42.4,42.4,USD
2007-04-20,42.81,42.81,42.81,42.81,USD
2007-04-23,42.75,42.75,42.75,42.75,USD
2007-04-24,42.76,42.76,42.76,42.76,USD
2007-04-25,43.18,43.18,43.18,43.18,USD
2007-04-26,43.11,43.11,43.11,43.11,USD
2007-04-27,43.08,43.08,43.08,43.08,USD
2007-04-30,42.7,42.7,42.7,42.7,USD
2007-05-01,42.75,42.75,42.75,42.75,USD
2007-05-02,43.17,43.17,43.17,43.17,USD
2007-05-03,43.35,43.35,43.35,43.35,USD
2007-05-04,43.5,43.5,43.5,43.5,USD
2007-05-07,43.66,43.66,43.66,43.66,USD
2007-05-08,43.52,43.52,43.52,43.52,USD
2007-05-09,43.74,43.74,43.74,43.74,USD
2007-05-10,43.05,43.05,43.05,43.05,USD
2007-05-11,43.53,43.53,43.53,43.53,USD
2007-05-14,43.5,43.5,43.5,43.5,USD
2007-05-15,43.56,43.56,43.56,43.56,USD
2007-05-16,43.78,43.78,43.78,43.78,USD
2007-05-17,43.81,43.81,43.81,43.81,USD
2007-05-18,44.07,44.07,44.07,44.07,USD
2007-05-21,44.16,44.16,44.16,44.16,USD
2007-05-22,44.11,44.11,44.11,44.11,USD
2007-05-23,44.18,44.18,44.18,44.18,USD
2007-05-24,43.74,43.74,43.74,43.74,USD
2007-05-25,44.0,44.0,44.0,44.0,USD
2007-05-29,44.02,44.02,44.02,44.02,USD
2007-05-30,44.38,44.38,44.38,44.38,USD
2007-05-31,44.53,44.53,44.53,44.53,USD
2007-06-01,44.8,44.8,44.8,44.8,USD
2007-06-04,44.93,44.93,44.93,44.93,USD
2007-06-05,44.71,44.71,44.71,44.71,USD
2007-06-06,44.22,44.22,44.22,44.22,USD
2007-06-07,43.44,43.44,43.44,43.44,USD
2007-06-08,43.9,43.9,43.9,43.9,USD
2007-06-11,43.94,43.94,43.94,43.94,USD
2007-06-12,43.49,43.49,43.49,43.49,USD
2007-06-13,44.12,44.12,44.12,44.12,USD
2007-06-14,44.48,44.48,44.48,44.48,USD
2007-06-15,44.87,44.87,44.87,44.87,USD
2007-06-18,44.88,44.88,44.88,44.88,USD
2007-06-19,44.91,44.91,44.91,44.91,USD
2007-06-20,44.36,44.36,44.36,44.36,USD
2007-06-21,44.64,44.64,44.64,44.64,USD
2007-06-22,44.21,44.21,44.21,44.21,USD
2007-06-25,44.01,44.01,44.01,44.01,USD
2007-06-26,43.79,43.79,43.79,43.79,USD
2007-06-27,44.04,44.04,44.04,44.04,USD
2007-06-28,44.11,44.11,44.11,44.11,USD
2007-06-29,44.2,44.2,44.2,44.2,USD
2007-07-02,44.73,44.73,44.73,44.73,USD
2007-07-03,44.79,44.79,44.79,44.79,USD
2007-07-05,44.81,44.81,44.81,44.81,USD
2007-07-06,45.01,45.01,45.01,45.01,USD
2007-07-09,45.07,45.07,45.07,45.07,USD
2007-07-10,44.54,44.54,44.54,44.54,USD
2007-07-11,44.79,44.79,44.79,44.79,USD
2007-07-12,45.6,45.6,45.6,45.6,USD
2007-07-13,45.7,45.7,45.7,45.7,USD
2007-07-16,45.6,45.6,45.6,45.6,USD
2007-07-17,45.61,45.61,45.61,45.61,USD
2007-07-18,45.51,45.51,45.51,45.51,USD
2007-07-19,45.81,45.81,45.81,45.81,USD
2007-07-20,45.28,45.28,45.28,45.28,USD
2007-07-23,45.43,45.43,45.43,45.43,USD
2007-07-24,44.56,44.56,44.56,44.56,USD
2007-07-25,44.54,44.54,44.54,44.54,USD
2007-07-26,43.45,43.45,43.45,43.45,USD
2007-07-27,42.72,42.72,42.72,42.72,USD
2007-07-30,43.24,43.24,43.24,43.24,USD
2007-07-31,42.97,42.97,42.97,42.97,USD
2007-08-01,43.08,43.08,43.08,43.08,USD
2007-08-02,43.41,43.41,43.41,43.41,USD
2007-08-03,42.42,42.42,42.42,42.42,USD
2007-08-06,43.16,43.16,43.16,43.16,USD
2007-08-07,43.35,43.35,43.35,43.35,USD
2007-08-08,44.09,44.09,44.09,44.09,USD
2007-08-09,42.91,42.91,42.91,42.91,USD
2007-08-10,42.72,42.72,42.72,42.72,USD
2007-08-13,42.83,42.83,42.83,42.83,USD
2007-08-14,42.1,42.1,42.1,42.1,USD
2007-08-15,41.41,41.41,41.41,41.41,USD
2007-08-16,41.15,41.15,41.15,41.15,USD
2007-08-17,41.76,41.76,41.76,41.76,USD
2007-08-20,42.04,42.04,42.04,42.04,USD
2007-08-21,42.13,42.13,42.13,42.13,USD
2007-08-22,42.77,42.77,42.77,42.77,USD
2007-08-23,42.72,42.72,42.72,42.72,USD
2007-08-24,43.3,43.3,43.3,43.3,USD
2007-08-27,42.99,42.99,42.99,42.99,USD
2007-08-28,42.0,42.0,42.0,42.0,USD
2007-08-29,42.95,42.95,42.95,42.95,USD
2007-08-30,42.83,42.83,42.83,42.83,USD
2007-08-31,43.42,43.42,43.42,43.42,USD
2007-09-04,43.83,43.83,43.83,43.83,USD
2007-09-05,43.37,43.37,43.37,43.37,USD
2007-09-06,43.66,43.66,43.66,43.66,USD
2007-09-07,43.01,43.01,43.01,43.01,USD
2007-09-10,42.85,42.85,42.85,42.85,USD
2007-09-11,43.49,43.49,43.49,43.49,USD
2007-09-12,43.51,43.51,43.51,43.51,USD
2007-09-13,43.85,43.85,43.85,43.85,USD
2007-09-14,43.82,43.82,43.82,43.82,USD
2007-09-17,43.55,43.55,43.55,43.55,USD
2007-09-18,44.81,44.81,44.81,44.81,USD
2007-09-19,45.07,45.07,45.07,45.07,USD
2007-09-20,44.9,44.9,44.9,44.9,USD
2007-09-21,45.21,45.21,45.21,45.21,USD
2007-09-24,45.02,45.02,45.02,45.02,USD
2007-09-25,44.95,44.95,44.95,44.95,USD
2007-09-26,45.11,45.11,45.11,45.11,USD
2007-09-27,45.41,45.41,45.41,45.41,USD
2007-09-28,45.48,45.48,45.48,45.48,USD
2007-10-01,46.04,46.04,46.04,46.04,USD
2007-10-02,45.86,45.86,45.86,45.86,USD
2007-10-03,45.57,45.57,45.57,45.57,USD
2007-10-04,45.72,45.72,45.72,45.72,USD
2007-10-05,46.2,46.2,46.2,46.2,USD
2007-10-08,45.99,45.99,45.99,45.99,USD
2007-10-09,46.36,46.36,46.36,46.36,USD
2007-10-10,46.36,46.36,46.36,46.36,USD
2007-10-11,46.3,46.3,46.3,46.3,USD
2007-10-12,46.51,46.51,46.51,46.51,USD
2007-10-15,46.17,46.17,46.17,46.17,USD
2007-10-16,45.85,45.85,45.85,45.85,USD
2007-10-17,46.02,46.02,46.02,46.02,USD
2007-10-18,46.18,46.18,46.18,46.18,USD
2007-10-19,45.1,45.1,45.1,45.1,USD
2007-10-22,45.06,45.06,45.06,45.06,USD
2007-10-23,45.54,45.54,45.54,45.54,USD
2007-10-24,45.47,45.47,45.47,45.47,USD
2007-10-25,45.74,45.74,45.74,45.74,USD
2007-10-26,46.33,46.33,46.33,46.33,USD
2007-10-29,46.57,46.57,46.57,46.57,USD
2007-10-30,46.18,46.18,46.18,46.18,USD
2007-10-31,46.85,46.85,46.85,46.85,USD
2007-11-01,45.68,45.68,45.68,45.68,USD
2007-11-02,45.91,45.91,45.91,45.91,USD
2007-11-05,45.57,45.57,45.57,45.57,USD
2007-11-06,46.37,46.37,46.37,46.37,USD
2007-11-07,45.26,45.26,45.26,45.26,USD
2007-11-08,45.3,45.3,45.3,45.3,USD
2007-11-09,44.55,44.55,44.55,44.55,USD
2007-11-12,43.67,43.67,43.67,43.67,USD
2007-11-13,44.75,44.75,44.75,44.75,USD
2007-11-14,44.53,44.53,44.53,44.53,USD
2007-11-15,43.92,43.92,43.92,43.92,USD
2007-11-16,44.21,44.21,44.21,44.21,USD
2007-11-19,43.33,43.33,43.33,43.33,USD
2007-11-20,43.6,43.6,43.6,43.6,USD
2007-11-21,42.93,42.93,42.93,42.93,USD
2007-11-23,43.7,43.7,43.7,43.7,USD
2007-11-26,42.97,42.97,42.97,42.97,USD
2007-11-27,43.35,43.35,43.35,43.35,USD
2007-11-28,44.55,44.55,44.55,44.55,USD
2007-11-29,44.54,44.54,44.54,44.54,USD
