Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-04,5.8187708256544814,5.8187708256544814,5.669935048668508,5.793964862823486,119244,0.0,0.0
1999-01-05,6.201494706516623,6.201494706516623,5.843579908836032,5.91799783706665,510450,0.0,0.0
1999-01-06,6.378678977366073,6.378678977366073,6.098725874635322,6.300717353820801,283042,0.0,0.0
1999-01-07,6.396399537590569,6.396399537590569,6.148339748382568,6.148339748382568,354806,0.0,0.0
1999-01-08,6.160741291098991,6.160741291098991,5.94280309890242,5.9711527824401855,356135,0.0,0.0
1999-01-11,6.024305644805728,6.024305644805728,5.786877155303955,5.786877155303955,259514,0.0,0.0
1999-01-12,5.811687628510696,5.811687628510696,5.6167834932871195,5.744357109069824,393463,0.0,0.0
1999-01-13,5.910909694117546,5.910909694117546,5.705374488844457,5.829404354095459,159915,0.0,0.0
1999-01-14,5.98887162082373,5.98887162082373,5.847123196361592,5.942803382873535,109699,0.0,0.0
1999-01-15,5.960522174835205,5.960522174835205,5.903822802777781,5.960522174835205,133121,0.0,0.0
1999-01-18,6.095181941986084,6.095181941986084,6.006589191191203,6.095181941986084,176104,0.0,0.0
1999-01-19,6.166056867510882,6.166056867510882,6.095182658542922,6.112901210784912,299521,0.0,0.0
1999-01-20,6.13061929460673,6.13061929460673,6.006589438389509,6.0189924240112305,298451,0.0,0.0
1999-01-21,6.031396580055815,6.031396580055815,5.988872049672097,6.024309158325195,214304,0.0,0.0
1999-01-22,6.059746075032053,6.059746075032053,5.974697016958599,6.031396389007568,785578,0.0,0.0
1999-01-25,6.045571184339759,6.045571184339759,5.971153259112405,6.006590366363525,97353,0.0,0.0
1999-01-26,6.006590366363525,6.006590366363525,6.006590366363525,6.006590366363525,0,0.0,0.0
1999-01-27,6.07179594039917,6.07179594039917,6.024309797387583,6.07179594039917,308144,0.0,0.0
1999-01-28,6.183775901794434,6.183775901794434,5.9888718119392585,6.183775901794434,242682,0.0,0.0
1999-01-29,6.190862840649668,6.190862840649668,6.112901210784912,6.112901210784912,106590,0.0,0.0
1999-02-01,6.272368907928467,6.272368907928467,6.112901919268382,6.272368907928467,254501,0.0,0.0
1999-02-02,6.2723686699104215,6.2723686699104215,6.166057348171235,6.183775901794434,274348,0.0,0.0
1999-02-03,6.360961679406292,6.360961679406292,6.166057582155077,6.272368907928467,209637,0.0,0.0
1999-02-04,6.37867927167304,6.37867927167304,6.240474569011588,6.343242168426514,230839,0.0,0.0
1999-02-05,6.343242644081305,6.343242644081305,6.279455853454437,6.30780553817749,564691,0.0,0.0
