Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1994-06-01,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-02,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-03,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-06,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-07,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-08,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-09,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-10,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-13,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-14,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-15,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-16,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-17,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-20,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-21,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-22,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-23,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-24,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-27,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-28,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-06-29,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.5278671383857727,0.0,0.0,0.0
1994-07-01,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-04,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-05,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-06,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-07,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-08,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-11,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-12,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-13,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-14,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-15,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-18,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-19,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-20,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-21,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-22,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-25,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-26,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-27,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-07-28,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.4938114285469055,0.0,0.0,0.0
1994-08-01,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-02,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-03,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-04,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-05,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-08,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-09,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-10,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-11,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-12,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-15,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-16,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-17,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-18,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-19,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-22,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-23,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-24,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-25,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-26,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-29,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-08-30,0.515096127986908,0.515096127986908,0.515096127986908,0.515096127986908,0.0,0.0,0.0
1994-09-01,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.0,0.0,0.0
1994-09-02,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.0,0.0,0.0
1994-09-05,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.0,0.0,0.0
1994-09-06,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.0,0.0,0.0
1994-09-07,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.5214816331863403,0.0,0.0,0.0
